Time Current Current STD
21/06/2019 13:43:36 -2.773820E-13 1.224764E-12
21/06/2019 13:44:09 2.887724E-13 3.279792E-13
21/06/2019 13:44:41 9.356600E-15 5.555631E-13
21/06/2019 13:45:13 8.891017E-13 4.394606E-13
21/06/2019 13:45:46 1.592674E-12 5.869747E-13
21/06/2019 13:46:18 2.898611E-12 7.221703E-13
21/06/2019 13:46:50 1.192725E-12 5.050567E-13
21/06/2019 13:47:23 8.600111E-13 3.150445E-13
21/06/2019 13:47:55 1.152440E-13 3.883396E-13
21/06/2019 13:48:27 1.708830E-13 3.843361E-13
21/06/2019 13:49:00 -4.403307E-13 4.758009E-13
21/06/2019 13:49:32 1.432162E-13 4.607110E-13
21/06/2019 13:50:04 1.858353E-13 4.215996E-13
21/06/2019 13:50:37 2.455428E-13 3.566195E-13
21/06/2019 13:51:09 3.386130E-13 4.579388E-13
21/06/2019 13:51:41 6.542392E-13 4.557829E-13
21/06/2019 13:52:14 5.064447E-13 5.287696E-13
21/06/2019 13:52:46 4.556883E-13 5.543305E-13
21/06/2019 13:53:18 2.317088E-13 6.380962E-13
21/06/2019 13:53:51 1.453524E-13 3.901872E-13
21/06/2019 13:54:23 1.159400E-14 9.386667E-13
21/06/2019 13:54:55 3.730952E-13 4.256027E-13
21/06/2019 13:55:28 1.288734E-13 5.552545E-13
21/06/2019 13:56:00 5.013590E-13 9.851690E-13
21/06/2019 13:56:32 2.446270E-13 3.994256E-13
21/06/2019 13:57:05 -1.119905E-13 4.862710E-13
21/06/2019 13:57:37 1.530824E-13 3.507678E-13
21/06/2019 13:58:09 9.153900E-15 5.278455E-13
21/06/2019 13:58:42 6.662370E-14 5.004371E-13
21/06/2019 13:59:14 7.527001E-13 6.128430E-13
21/06/2019 13:59:46 2.591725E-13 5.346210E-13
21/06/2019 14:00:19 4.984050E-14 6.553419E-13
21/06/2019 14:00:51 -2.736225E-14 3.704775E-13
21/06/2019 14:01:23 3.824519E-13 8.296477E-13
21/06/2019 14:01:56 -4.036119E-13 7.717517E-13
21/06/2019 14:02:28 6.245290E-14 5.592578E-13
21/06/2019 14:03:00 2.762606E-13 4.915060E-13
21/06/2019 14:03:33 3.742131E-13 5.706521E-13
21/06/2019 14:04:05 2.443220E-13 3.252070E-13
