# M405L2 Spectrum
# Wavelength (nm) Normalized Intensity
370.242937921223 0.0034843205574910385
371.1771939765863 0.0034843205574910385
372.63048117381817 0.0034843205574910385
373.6685434575552 0.0034843205574910385
374.8104119696659 0.0034843205574910385
375.95228048177665 0.0034843205574910385
377.40556767900847 0.0034843205574910385
378.6512424194929 0.0034843205574910385
379.5854984748562 0.0034843205574910385
381.14259190046175 0.0034843205574910385
382.4920728693199 0.0034843205574910385
383.1149102395621 0.0034843205574910385
383.84191553235354 0.0055749128919859725
384.36130836839754 0.0076655052264806844
384.7776183644189 0.013937282229965042
385.19356666626476 0.018118466898954466
385.81712742485803 0.022299651567944112
386.2330757267039 0.026480836236933536
386.6501091110763 0.03693379790940732
386.96333626707496 0.04738675958188132
387.4830907972945 0.05156794425087097
387.79667964746875 0.06411149825783968
388.2137130318411 0.07456445993031346
388.6314698045646 0.08919860627177689
389.1526711114862 0.10174216027874539
389.4666216558359 0.11637630662020904
389.7802105060101 0.12891986062717753
390.0937993561844 0.14146341463414625
390.4077499005341 0.15609756097560945
390.7217004448838 0.1707317073170731
391.0349276008825 0.18118466898954688
391.24543361103406 0.19790940766550502
391.5597458495593 0.21463414634146327
391.8744197822601 0.23344947735191623
392.1887320207853 0.2501742160278744
392.3995997251124 0.26898954703832745
392.7146353519887 0.2898954703832751
393.02894759051395 0.3066202090592334
393.23981529484104 0.3254355400696862
393.4510446933436 0.3463414634146341
393.76535693186884 0.36306620209059226
394.08075425292066 0.38606271777003476
394.2923453455988 0.40905923344947726
394.60701927829956 0.4278745644599302
394.8182486768021 0.448780487804878
395.0294780753047 0.4696864111498257
395.34342861965445 0.4843205574912892
395.553934629806 0.5010452961672474
395.6602727174083 0.5156794425087107
395.97349987340704 0.5261324041811847
396.08019965518486 0.5428571428571428
396.2907056653364 0.559581881533101
396.6053795980372 0.578397212543554
396.71171768563954 0.5930313588850173
396.92113861326453 0.6034843205574912
397.0271150066913 0.6160278745644598
397.23762101684287 0.6327526132404181
397.4474036386434 0.6452961672473867
397.65790964879494 0.662020905923345
397.868053964771 0.6766550522648084
397.97439205237333 0.6912891986062718
398.28942767924957 0.7121951219512195
398.4995719952256 0.7268292682926829
398.6051866944769 0.7372822299651568
398.8146076221019 0.7477351916376307
399.025475326429 0.7665505226480837
399.13145171985576 0.7790940766550523
399.5488467984037 0.791637630662021
399.65518488600605 0.8062717770034844
400.07257996455394 0.818815331010453
400.3868922030792 0.8355400696864113
400.80464897580265 0.8501742160278746
401.11968460267894 0.8710801393728222
401.5378030695779 0.8878048780487805
402.0604511532016 0.9087108013937283
402.47893131427605 0.9275261324041812
403.0004943153732 0.9421602787456447
403.62622523901956 0.9588850174216028
404.043258623392 0.9693379790940767
404.45956861941335 0.9756097560975611
404.66898954703834 0.986062717770035
405.1891057714334 0.9923344947735192
405.501609539081 0.9986062717770036
405.91683445257587 0.9986062717770036
406.2282531376969 0.9986062717770036
406.74728427956546 0.9986062717770036
407.05761788216 0.9923344947735192
407.3679514847546 0.986062717770035
407.67828508734914 0.9797909407665506
408.0917015299664 0.9693379790940767
408.40131174420986 0.9588850174216028
408.7105602642779 0.9463414634146342
409.123253318544 0.9317073170731708
409.5363080669857 0.9191637630662022
409.6379441303063 0.9066202090592335
409.84193964529857 0.8857142857142857
410.0462968544663 0.8668989547038328
410.459351602908 0.8543554006968641
410.6644322004268 0.8397212543554007
410.86951279794556 0.8250871080139373
411.07423170128885 0.8083623693379791
411.1755060704339 0.7937282229965157
411.3805866679527 0.7790940766550523
411.58566726547144 0.7644599303135888
411.6869416346165 0.7498257839721254
411.89202223213533 0.735191637630662
412.2012707522033 0.7226480836236934
412.3025451213484 0.7080139372822299
412.6117936414164 0.6954703832752613
412.81687423893516 0.6808362369337979
413.02159314227845 0.6641114982578398
413.33011827399537 0.6473867595818815
413.53447548316313 0.6285714285714286
413.9471685374293 0.6139372822299651
414.0484429065744 0.5993031358885017
414.25352350409315 0.5846689895470383
414.56241032998565 0.5700348432055748
414.7674909275044 0.5554006968641114
414.97220983084765 0.5386759581881533
415.3838178025873 0.5177700348432056
415.6930663226553 0.5052264808362369
