Time Current Current STD
17/06/2019 10:47:14 7.885640E-9 7.128966E-11
17/06/2019 10:47:46 7.861962E-9 7.119096E-11
17/06/2019 10:48:19 7.712378E-9 6.856659E-11
17/06/2019 10:48:51 7.717081E-9 6.870768E-11
17/06/2019 10:49:24 7.794850E-9 6.994387E-11
17/06/2019 10:49:57 7.909176E-9 6.933471E-11
17/06/2019 10:50:29 7.854290E-9 6.939284E-11
17/06/2019 10:51:02 7.774672E-9 6.875673E-11
17/06/2019 10:51:35 7.755474E-9 6.823870E-11
17/06/2019 10:52:07 7.752804E-9 6.888116E-11
17/06/2019 10:52:40 7.750518E-9 6.823173E-11
17/06/2019 10:53:12 7.740290E-9 6.754022E-11
17/06/2019 10:53:45 7.719855E-9 6.875310E-11
17/06/2019 10:54:18 7.721649E-9 6.750419E-11
17/06/2019 10:54:50 7.720250E-9 6.780786E-11
17/06/2019 10:55:23 7.716038E-9 6.870041E-11
17/06/2019 10:55:55 7.715887E-9 6.727439E-11
17/06/2019 10:56:28 7.713215E-9 6.825596E-11
17/06/2019 10:57:01 7.711231E-9 6.895807E-11
17/06/2019 10:57:33 7.711382E-9 6.872554E-11
17/06/2019 10:58:06 7.712939E-9 6.779061E-11
17/06/2019 10:58:38 7.709268E-9 6.878186E-11
17/06/2019 10:59:11 7.710341E-9 6.769221E-11
17/06/2019 10:59:44 7.709252E-9 6.874704E-11
17/06/2019 11:00:16 7.709551E-9 6.848303E-11
17/06/2019 11:00:49 7.710315E-9 6.832771E-11
17/06/2019 11:01:22 7.711105E-9 6.790384E-11
17/06/2019 11:01:54 7.711529E-9 6.916092E-11
17/06/2019 11:02:27 7.718515E-9 6.706639E-11
17/06/2019 11:02:59 7.721963E-9 6.880517E-11
17/06/2019 11:03:32 7.726394E-9 6.932199E-11
17/06/2019 11:04:05 7.736684E-9 6.915153E-11
17/06/2019 11:04:37 7.747951E-9 7.009525E-11
17/06/2019 11:05:10 7.760745E-9 6.720566E-11
17/06/2019 11:05:42 7.759394E-9 6.871737E-11
17/06/2019 11:06:15 7.747823E-9 6.955451E-11
17/06/2019 11:06:48 7.734551E-9 6.965322E-11
17/06/2019 11:07:20 7.726277E-9 6.827261E-11
17/06/2019 11:07:53 7.722587E-9 6.864682E-11
17/06/2019 11:08:25 7.724696E-9 6.953756E-11
17/06/2019 11:08:58 7.732422E-9 6.964565E-11
17/06/2019 11:09:31 7.736352E-9 6.862533E-11
17/06/2019 11:10:03 7.741515E-9 6.788295E-11
17/06/2019 11:10:36 7.740288E-9 6.886663E-11
17/06/2019 11:11:09 7.734476E-9 6.927718E-11
17/06/2019 11:11:41 7.732122E-9 6.789748E-11
17/06/2019 11:12:14 7.727159E-9 6.705791E-11
17/06/2019 11:12:46 7.721455E-9 6.935499E-11
17/06/2019 11:13:19 7.720016E-9 6.904981E-11
17/06/2019 11:13:52 7.717270E-9 6.918968E-11
17/06/2019 11:14:24 7.719452E-9 6.758715E-11
17/06/2019 11:14:57 7.717642E-9 6.917818E-11
17/06/2019 11:15:29 7.717826E-9 6.904375E-11
17/06/2019 11:16:02 7.721314E-9 6.744788E-11
17/06/2019 11:16:35 7.722900E-9 6.727469E-11
17/06/2019 11:17:07 7.721642E-9 6.926507E-11
17/06/2019 11:17:40 7.722974E-9 6.808338E-11
17/06/2019 11:18:12 7.721933E-9 6.911096E-11
17/06/2019 11:18:45 7.720142E-9 6.904436E-11
17/06/2019 11:19:18 7.722960E-9 6.742335E-11
17/06/2019 11:19:50 7.718060E-9 6.917909E-11
17/06/2019 11:20:23 7.718949E-9 6.848394E-11
17/06/2019 11:20:56 7.718032E-9 6.891931E-11
17/06/2019 11:21:28 7.717152E-9 6.919513E-11
17/06/2019 11:22:01 7.718857E-9 6.845517E-11
17/06/2019 11:22:33 7.718882E-9 6.877429E-11
17/06/2019 11:23:06 7.720499E-9 6.882697E-11
17/06/2019 11:23:39 7.719614E-9 6.867619E-11
17/06/2019 11:24:11 7.720186E-9 6.787114E-11
17/06/2019 11:24:44 7.719346E-9 6.878943E-11
17/06/2019 11:25:16 7.718157E-9 6.918726E-11
17/06/2019 11:25:49 7.721955E-9 6.724200E-11
17/06/2019 11:26:22 7.720518E-9 6.931624E-11
