Temps ;Temperatur;Consigne_T;Humidite;Consigne_H
(s);(�C);(�C);(%);(%)
21540;15.01;15.0;120.0;255.0
21570;14.99;15.0;120.0;255.0
21600;15.0;15.0;120.0;255.0
21630;15.0;15.0;120.0;255.0
21660;15.0;15.0;120.0;255.0
21690;15.01;15.0;120.0;255.0
21720;15.0;15.0;120.0;255.0
21750;15.0;15.0;120.0;255.0
21780;15.0;15.0;120.0;255.0
21810;15.0;15.0;120.0;255.0
21840;15.0;15.0;120.0;255.0
21870;14.99;15.0;120.0;255.0
21900;15.0;15.0;120.0;255.0
21930;15.0;15.0;120.0;255.0
21960;15.0;15.0;120.0;255.0
21990;15.0;15.0;120.0;255.0
22020;15.0;15.0;120.0;255.0
22050;15.0;15.0;120.0;255.0
22080;15.0;15.0;120.0;255.0
22110;15.01;15.0;120.0;255.0
22140;15.0;15.0;120.0;255.0
22170;15.0;15.0;120.0;255.0
22200;15.01;15.0;120.0;255.0
22230;15.01;15.0;120.0;255.0
22260;15.01;15.0;120.0;255.0
22290;14.98;15.0;120.0;255.0
22320;15.0;15.0;120.0;255.0
22350;15.01;15.0;120.0;255.0
22380;15.03;15.0;120.0;255.0
22410;15.0;15.0;120.0;255.0
22440;14.99;15.0;120.0;255.0
22470;15.0;15.0;120.0;255.0
22500;15.0;15.0;120.0;255.0
22530;14.99;15.0;120.0;255.0
22560;14.99;15.0;120.0;255.0
22590;14.99;15.0;120.0;255.0
22620;15.0;15.0;120.0;255.0
22650;14.99;15.0;120.0;255.0
22680;15.0;15.0;120.0;255.0
22710;15.0;15.0;120.0;255.0
22740;15.03;15.0;120.0;255.0
22770;15.04;15.0;120.0;255.0
22800;15.01;15.0;120.0;255.0
22830;15.0;15.0;120.0;255.0
22860;15.0;15.0;120.0;255.0
22890;14.99;15.0;120.0;255.0
22920;15.01;15.0;120.0;255.0
22950;15.01;15.0;120.0;255.0
22980;15.0;15.0;120.0;255.0
23010;14.99;15.0;120.0;255.0
23040;15.01;15.0;120.0;255.0
23070;15.01;15.0;120.0;255.0
23100;15.0;15.0;120.0;255.0
23130;15.01;15.0;120.0;255.0
23160;15.01;15.0;120.0;255.0
23190;15.0;15.0;120.0;255.0
23220;14.99;15.0;120.0;255.0
23250;14.99;15.0;120.0;255.0
23280;14.99;15.0;120.0;255.0
23310;14.99;15.0;120.0;255.0
23340;14.99;15.0;120.0;255.0
23370;14.99;15.0;120.0;255.0
23400;14.99;15.0;120.0;255.0
23430;15.0;15.0;120.0;255.0
23460;15.0;15.0;120.0;255.0
23490;15.01;15.0;120.0;255.0
23520;15.0;15.0;120.0;255.0
23550;14.99;15.0;120.0;255.0
23580;15.01;15.0;120.0;255.0
23610;15.01;15.0;120.0;255.0
23640;15.03;15.0;120.0;255.0
23670;15.01;15.0;120.0;255.0
23700;15.0;15.0;120.0;255.0
23730;15.0;15.0;120.0;255.0
23760;15.0;15.0;120.0;255.0
23790;14.99;15.0;120.0;255.0
23820;15.0;15.0;120.0;255.0
23850;15.0;15.0;120.0;255.0
23880;14.99;15.0;120.0;255.0
23910;15.0;15.0;120.0;255.0
23940;15.0;15.0;120.0;255.0
23970;15.01;15.0;120.0;255.0
24000;15.0;15.0;120.0;255.0
24030;15.0;15.0;120.0;255.0
24060;15.0;15.0;120.0;255.0
24090;14.99;15.0;120.0;255.0
24120;14.99;15.0;120.0;255.0
24150;15.0;15.0;120.0;255.0
24180;15.01;15.0;120.0;255.0
24210;15.01;15.0;120.0;255.0
24240;15.01;15.0;120.0;255.0
24270;15.0;15.0;120.0;255.0
24300;14.98;15.0;120.0;255.0
24330;14.99;15.0;120.0;255.0
24360;15.0;15.0;120.0;255.0
24390;15.01;15.0;120.0;255.0
24420;15.0;15.0;120.0;255.0
24450;15.0;15.0;120.0;255.0
24480;14.99;15.0;120.0;255.0
24510;15.0;15.0;120.0;255.0
24540;15.01;15.0;120.0;255.0
24570;15.01;15.0;120.0;255.0
24600;15.0;15.0;120.0;255.0
24630;15.0;15.0;120.0;255.0
24660;15.0;15.0;120.0;255.0
24690;15.0;15.0;120.0;255.0
24720;15.0;15.0;120.0;255.0
24750;15.0;15.0;120.0;255.0
24780;15.0;15.0;120.0;255.0
24810;14.99;15.0;120.0;255.0
24840;14.98;15.0;120.0;255.0
24870;14.97;15.0;120.0;255.0
24900;14.98;15.0;120.0;255.0
24930;15.0;15.0;120.0;255.0
24960;15.01;15.0;120.0;255.0
24990;15.01;15.0;120.0;255.0
25020;14.99;15.0;120.0;255.0
25050;15.01;15.0;120.0;255.0
25080;15.0;15.0;120.0;255.0
25110;15.0;15.0;120.0;255.0
25140;15.0;15.0;120.0;255.0
25170;15.0;15.0;120.0;255.0
25200;15.01;15.0;120.0;255.0
25230;15.0;15.0;120.0;255.0
25260;15.0;15.0;120.0;255.0
25290;15.0;15.0;120.0;255.0
25320;15.0;15.0;120.0;255.0
25350;15.01;15.0;120.0;255.0
25380;15.0;15.0;120.0;255.0
25410;15.0;15.0;120.0;255.0
25440;15.0;15.0;120.0;255.0
25470;15.0;15.0;120.0;255.0
25500;14.99;15.0;120.0;255.0
25530;14.99;15.0;120.0;255.0
25560;15.0;15.0;120.0;255.0
25590;15.0;15.0;120.0;255.0
25620;14.99;15.0;120.0;255.0
25650;15.0;15.0;120.0;255.0
25680;15.01;15.0;120.0;255.0
25710;15.01;15.0;120.0;255.0
25740;14.99;15.0;120.0;255.0
25770;15.0;15.0;120.0;255.0
25800;15.01;15.0;120.0;255.0
25830;15.01;15.0;120.0;255.0
25860;15.01;15.0;120.0;255.0
25890;14.99;15.0;120.0;255.0
25920;15.0;15.0;120.0;255.0
25950;15.01;15.0;120.0;255.0
25980;15.03;15.0;120.0;255.0
26010;14.99;15.0;120.0;255.0
26040;14.99;15.0;120.0;255.0
26070;14.99;15.0;120.0;255.0
26100;15.0;15.0;120.0;255.0
26130;14.99;15.0;120.0;255.0
26160;15.0;15.0;120.0;255.0
26190;15.01;15.0;120.0;255.0
26220;15.0;15.0;120.0;255.0
26250;15.0;15.0;120.0;255.0
26280;15.0;15.0;120.0;255.0
26310;14.99;15.0;120.0;255.0
26340;15.0;15.0;120.0;255.0
26370;15.01;15.0;120.0;255.0
26400;15.0;15.0;120.0;255.0
26430;14.98;15.0;120.0;255.0
26460;14.99;15.0;120.0;255.0
26490;15.01;15.0;120.0;255.0
26520;15.03;15.0;120.0;255.0
26550;15.03;15.0;120.0;255.0
26580;15.0;15.0;120.0;255.0
26610;15.0;15.0;120.0;255.0
26640;15.01;15.0;120.0;255.0
26670;15.04;15.0;120.0;255.0
26700;15.01;15.0;120.0;255.0
26730;15.01;15.0;120.0;255.0
26760;15.0;15.0;120.0;255.0
26790;15.0;15.0;120.0;255.0
26820;15.0;15.0;120.0;255.0
26850;15.0;15.0;120.0;255.0
26880;14.98;14.92;120.0;255.0
26910;14.9;14.82;120.0;255.0
26940;14.83;14.72;120.0;255.0
26970;14.74;14.62;120.0;255.0
27000;14.64;14.52;120.0;255.0
27030;14.54;14.42;120.0;255.0
27060;14.46;14.32;120.0;255.0
27090;14.35;14.22;120.0;255.0
27120;14.23;14.12;120.0;255.0
27150;14.13;14.02;120.0;255.0
27180;14.03;13.92;120.0;255.0
27210;13.94;13.82;120.0;255.0
27240;13.84;13.72;120.0;255.0
27270;13.76;13.62;120.0;255.0
27300;13.66;13.52;120.0;255.0
27330;13.56;13.42;120.0;255.0
27360;13.44;13.32;120.0;255.0
27390;13.35;13.22;120.0;255.0
27420;13.26;13.12;120.0;255.0
27450;13.15;13.02;120.0;255.0
27480;13.04;12.92;120.0;255.0
27510;12.94;12.82;120.0;255.0
27540;12.85;12.72;120.0;255.0
27570;12.75;12.62;120.0;255.0
27600;12.65;12.52;120.0;255.0
27630;12.53;12.42;120.0;255.0
27660;12.44;12.32;120.0;255.0
27690;12.35;12.22;120.0;255.0
27720;12.26;12.12;120.0;255.0
27750;12.15;12.02;120.0;255.0
27780;12.04;11.92;120.0;255.0
27810;11.95;11.82;120.0;255.0
27840;11.82;11.72;120.0;255.0
27870;11.74;11.62;120.0;255.0
27900;11.65;11.52;120.0;255.0
27930;11.52;11.42;120.0;255.0
27960;11.45;11.32;120.0;255.0
27990;11.35;11.22;120.0;255.0
28020;11.26;11.12;120.0;255.0
28050;11.15;11.02;120.0;255.0
28080;11.06;10.92;120.0;255.0
28110;10.96;10.82;120.0;255.0
28140;10.85;10.72;120.0;255.0
28170;10.75;10.62;120.0;255.0
28200;10.64;10.52;120.0;255.0
28230;10.56;10.42;120.0;255.0
28260;10.45;10.32;120.0;255.0
28290;10.35;10.22;120.0;255.0
28320;10.25;10.12;120.0;255.0
28350;10.17;10.02;120.0;255.0
28380;10.09;10.0;120.0;255.0
28410;10.03;10.0;120.0;255.0
28440;10.02;10.0;120.0;255.0
28470;9.99;10.0;120.0;255.0
28500;9.99;10.0;120.0;255.0
28530;10.0;10.0;120.0;255.0
28560;10.0;10.0;120.0;255.0
28590;10.0;10.0;120.0;255.0
28620;10.0;10.0;120.0;255.0
28650;10.0;10.0;120.0;255.0
28680;10.02;10.0;120.0;255.0
28710;10.02;10.0;120.0;255.0
28740;10.03;10.0;120.0;255.0
28770;10.0;10.0;120.0;255.0
28800;10.0;10.0;120.0;255.0
28830;10.0;10.0;120.0;255.0
28860;10.02;10.0;120.0;255.0
28890;10.02;10.0;120.0;255.0
28920;10.0;10.0;120.0;255.0
28950;9.99;10.0;120.0;255.0
28980;10.0;10.0;120.0;255.0
29010;10.02;10.0;120.0;255.0
29040;10.0;10.0;120.0;255.0
29070;9.99;10.0;120.0;255.0
29100;9.99;10.0;120.0;255.0
29130;10.0;10.0;120.0;255.0
29160;10.02;10.0;120.0;255.0
29190;10.0;10.0;120.0;255.0
29220;9.99;10.0;120.0;255.0
29250;10.0;10.0;120.0;255.0
29280;10.0;10.0;120.0;255.0
29310;10.0;10.0;120.0;255.0
29340;9.99;10.0;120.0;255.0
29370;10.0;10.0;120.0;255.0
29400;10.0;10.0;120.0;255.0
29430;10.0;10.0;120.0;255.0
29460;10.02;10.0;120.0;255.0
29490;10.0;10.0;120.0;255.0
29520;10.02;10.0;120.0;255.0
29550;9.99;10.0;120.0;255.0
29580;10.0;10.0;120.0;255.0
29610;9.99;10.0;120.0;255.0
29640;9.99;10.0;120.0;255.0
29670;10.0;10.0;120.0;255.0
29700;10.0;10.0;120.0;255.0
29730;10.0;10.0;120.0;255.0
29760;10.0;10.0;120.0;255.0
29790;10.02;10.0;120.0;255.0
29820;10.02;10.0;120.0;255.0
29850;10.0;10.0;120.0;255.0
29880;10.02;10.0;120.0;255.0
29910;10.0;10.0;120.0;255.0
29940;9.99;10.0;120.0;255.0
29970;9.99;10.0;120.0;255.0
30000;10.0;10.0;120.0;255.0
30030;9.99;10.0;120.0;255.0
30060;10.0;10.0;120.0;255.0
30090;9.99;10.0;120.0;255.0
30120;10.0;10.0;120.0;255.0
30150;10.0;10.0;120.0;255.0
30180;10.0;10.0;120.0;255.0
30210;10.0;10.0;120.0;255.0
30240;10.0;10.0;120.0;255.0
30270;10.02;10.0;120.0;255.0
30300;10.03;10.0;120.0;255.0
30330;10.03;10.0;120.0;255.0
30360;10.0;10.0;120.0;255.0
30390;10.0;10.0;120.0;255.0
30420;10.0;10.0;120.0;255.0
30450;10.03;10.0;120.0;255.0
30480;10.02;10.0;120.0;255.0
30510;10.0;10.0;120.0;255.0
30540;10.02;10.0;120.0;255.0
30570;10.02;10.0;120.0;255.0
30600;10.0;10.0;120.0;255.0
30630;10.02;10.0;120.0;255.0
30660;10.0;10.0;120.0;255.0
30690;10.0;10.0;120.0;255.0
30720;9.99;10.0;120.0;255.0
30750;10.0;10.0;120.0;255.0
30780;10.0;10.0;120.0;255.0
30810;10.0;10.0;120.0;255.0
30840;10.0;10.0;120.0;255.0
30870;9.99;10.0;120.0;255.0
30900;10.02;10.0;120.0;255.0
30930;10.02;10.0;120.0;255.0
30960;9.98;10.0;120.0;255.0
30990;10.0;10.0;120.0;255.0
31020;10.02;10.0;120.0;255.0
31050;10.02;10.0;120.0;255.0
31080;9.99;10.0;120.0;255.0
31110;10.0;10.0;120.0;255.0
31140;10.0;10.0;120.0;255.0
31170;10.02;10.0;120.0;255.0
31200;10.0;10.0;120.0;255.0
31230;9.99;10.0;120.0;255.0
31260;10.0;10.0;120.0;255.0
31290;9.99;10.0;120.0;255.0
31320;9.99;10.0;120.0;255.0
31350;10.0;10.0;120.0;255.0
31380;10.0;10.0;120.0;255.0
31410;10.0;10.0;120.0;255.0
31440;10.0;10.0;120.0;255.0
31470;10.0;10.0;120.0;255.0
31500;10.03;10.0;120.0;255.0
31530;10.0;10.0;120.0;255.0
31560;9.99;10.0;120.0;255.0
31590;10.0;10.0;120.0;255.0
31620;10.0;10.0;120.0;255.0
31650;10.0;10.0;120.0;255.0
31680;10.0;10.0;120.0;255.0
31710;10.0;10.0;120.0;255.0
31740;10.0;10.0;120.0;255.0
31770;10.0;10.0;120.0;255.0
31800;10.0;10.0;120.0;255.0
31830;10.0;10.0;120.0;255.0
31860;10.0;10.0;120.0;255.0
31890;10.03;10.0;120.0;255.0
31920;10.0;10.0;120.0;255.0
31950;10.0;10.0;120.0;255.0
31980;10.0;10.0;120.0;255.0
32010;10.0;10.0;120.0;255.0
32040;10.02;10.0;120.0;255.0
32070;10.02;10.0;120.0;255.0
32100;10.0;10.0;120.0;255.0
32130;10.02;10.0;120.0;255.0
32160;10.02;10.0;120.0;255.0
32190;10.02;10.0;120.0;255.0
32220;10.0;10.0;120.0;255.0
32250;9.99;10.0;120.0;255.0
32280;10.0;10.0;120.0;255.0
32310;10.0;10.0;120.0;255.0
32340;10.0;10.0;120.0;255.0
32370;10.0;10.0;120.0;255.0
32400;9.99;10.0;120.0;255.0
32430;10.0;10.0;120.0;255.0
32460;10.0;10.0;120.0;255.0
32490;10.02;10.0;120.0;255.0
32520;10.02;10.0;120.0;255.0
32550;10.02;10.0;120.0;255.0
32580;10.0;10.0;120.0;255.0
32610;10.0;10.0;120.0;255.0
32640;10.02;10.0;120.0;255.0
32670;9.99;10.0;120.0;255.0
32700;10.0;10.0;120.0;255.0
32730;10.0;10.0;120.0;255.0
32760;10.03;10.0;120.0;255.0
32790;10.0;10.0;120.0;255.0
32820;9.99;10.0;120.0;255.0
32850;10.0;10.0;120.0;255.0
32880;10.02;10.0;120.0;255.0
32910;10.0;10.0;120.0;255.0
32940;10.02;10.0;120.0;255.0
32970;10.0;10.0;120.0;255.0
33000;10.0;10.0;120.0;255.0
33030;10.02;10.0;120.0;255.0
33060;10.0;10.0;120.0;255.0
33090;10.0;10.0;120.0;255.0
33120;10.0;10.0;120.0;255.0
33150;10.0;10.0;120.0;255.0
33180;10.0;10.0;120.0;255.0
33210;10.0;10.0;120.0;255.0
33240;9.98;10.0;120.0;255.0
33270;9.99;10.0;120.0;255.0
33300;10.0;10.0;120.0;255.0
33330;10.0;10.0;120.0;255.0
33360;9.99;10.0;120.0;255.0
33390;10.0;10.0;120.0;255.0
33420;10.0;10.0;120.0;255.0
33450;10.02;10.0;120.0;255.0
33480;10.0;10.0;120.0;255.0
33510;10.02;10.0;120.0;255.0
33540;10.0;10.0;120.0;255.0
33570;10.02;10.0;120.0;255.0
33600;10.02;10.0;120.0;255.0
33630;10.0;10.0;120.0;255.0
33660;10.02;10.0;120.0;255.0
33690;10.0;10.0;120.0;255.0
33720;10.0;10.0;120.0;255.0
33750;10.0;10.0;120.0;255.0
33780;10.0;10.0;120.0;255.0
33810;10.0;10.0;120.0;255.0
33840;10.0;10.0;120.0;255.0
33870;10.0;10.0;120.0;255.0
33900;10.0;10.0;120.0;255.0
33930;10.02;10.0;120.0;255.0
33960;10.0;10.0;120.0;255.0
33990;10.0;10.0;120.0;255.0
34020;10.0;10.0;120.0;255.0
34050;10.02;10.0;120.0;255.0
34080;10.02;10.0;120.0;255.0
34110;10.03;10.0;120.0;255.0
34140;10.02;10.0;120.0;255.0
34170;10.0;10.0;120.0;255.0
34200;10.0;10.0;120.0;255.0
34230;9.99;10.0;120.0;255.0
34260;9.99;10.0;120.0;255.0
34290;10.0;10.0;120.0;255.0
34320;10.02;10.0;120.0;255.0
34350;10.02;10.0;120.0;255.0
34380;10.02;10.0;120.0;255.0
34410;9.99;10.0;120.0;255.0
34440;10.0;10.0;120.0;255.0
34470;10.02;10.0;120.0;255.0
34500;10.02;10.0;120.0;255.0
34530;10.0;10.0;120.0;255.0
34560;10.0;10.0;120.0;255.0
34590;10.0;10.0;120.0;255.0
34620;10.0;10.0;120.0;255.0
34650;10.02;10.0;120.0;255.0
34680;9.99;10.0;120.0;255.0
34710;9.99;10.0;120.0;255.0
34740;10.0;10.0;120.0;255.0
34770;10.02;10.0;120.0;255.0
34800;10.0;10.0;120.0;255.0
34830;10.0;10.0;120.0;255.0
34860;10.02;10.0;120.0;255.0
34890;10.0;10.0;120.0;255.0
34920;10.02;10.0;120.0;255.0
34950;10.03;10.0;120.0;255.0
34980;10.0;10.0;120.0;255.0
35010;9.99;10.0;120.0;255.0
35040;10.02;10.0;120.0;255.0
35070;10.0;10.0;120.0;255.0
35100;10.0;10.0;120.0;255.0
35130;9.99;10.0;120.0;255.0
35160;10.0;10.0;120.0;255.0
35190;10.0;10.0;120.0;255.0
35220;10.02;10.0;120.0;255.0
35250;10.0;10.0;120.0;255.0
35280;9.99;10.0;120.0;255.0
35310;9.99;10.0;120.0;255.0
35340;10.0;10.0;120.0;255.0
35370;10.0;10.0;120.0;255.0
35400;10.0;10.0;120.0;255.0
35430;9.99;10.0;120.0;255.0
35460;10.0;10.0;120.0;255.0
35490;9.99;10.0;120.0;255.0
35520;9.99;10.0;120.0;255.0
35550;10.0;10.0;120.0;255.0
35580;10.0;9.92;120.0;255.0
35610;9.93;9.82;120.0;255.0
35640;9.86;9.72;120.0;255.0
35670;9.76;9.62;120.0;255.0
35700;9.66;9.52;120.0;255.0
35730;9.55;9.42;120.0;255.0
35760;9.45;9.32;120.0;255.0
35790;9.33;9.22;120.0;255.0
35820;9.27;9.12;120.0;255.0
35850;9.16;9.02;120.0;255.0
35880;9.08;8.92;120.0;255.0
35910;8.97;8.82;120.0;255.0
35940;8.86;8.72;120.0;255.0
35970;8.75;8.62;120.0;255.0
36000;8.66;8.52;120.0;255.0
36030;8.56;8.42;120.0;255.0
36060;8.46;8.32;120.0;255.0
36090;8.36;8.22;120.0;255.0
36120;8.27;8.12;120.0;255.0
36150;8.17;8.02;120.0;255.0
36180;8.07;7.92;120.0;255.0
36210;7.96;7.82;120.0;255.0
36240;7.88;7.72;120.0;255.0
36270;7.75;7.62;120.0;255.0
36300;7.65;7.52;120.0;255.0
36330;7.56;7.42;120.0;255.0
36360;7.47;7.32;120.0;255.0
36390;7.37;7.22;120.0;255.0
36420;7.25;7.12;120.0;255.0
36450;7.17;7.02;120.0;255.0
36480;7.06;6.92;120.0;255.0
36510;6.95;6.82;120.0;255.0
36540;6.84;6.72;120.0;255.0
36570;6.76;6.62;120.0;255.0
36600;6.66;6.52;120.0;255.0
36630;6.56;6.42;120.0;255.0
36660;6.45;6.32;120.0;255.0
36690;6.37;6.22;120.0;255.0
36720;6.26;6.12;120.0;255.0
36750;6.19;6.02;120.0;255.0
36780;6.06;5.92;120.0;255.0
36810;5.97;5.82;120.0;255.0
36840;5.88;5.72;120.0;255.0
36870;5.77;5.62;120.0;255.0
36900;5.64;5.52;120.0;255.0
36930;5.54;5.42;120.0;255.0
36960;5.45;5.32;120.0;255.0
36990;5.33;5.22;120.0;255.0
37020;5.25;5.12;120.0;255.0
37050;5.15;5.02;120.0;255.0
37080;5.06;5.0;120.0;255.0
37110;5.04;5.0;120.0;255.0
37140;5.02;5.0;120.0;255.0
37170;5.01;5.0;120.0;255.0
37200;5.01;5.0;120.0;255.0
37230;5.01;5.0;120.0;255.0
37260;5.0;5.0;120.0;255.0
37290;4.99;5.0;120.0;255.0
37320;5.01;5.0;120.0;255.0
37350;5.0;5.0;120.0;255.0
37380;5.01;5.0;120.0;255.0
37410;5.0;5.0;120.0;255.0
37440;5.0;5.0;120.0;255.0
37470;5.0;5.0;120.0;255.0
37500;5.0;5.0;120.0;255.0
37530;5.0;5.0;120.0;255.0
37560;5.01;5.0;120.0;255.0
37590;4.99;5.0;120.0;255.0
37620;4.99;5.0;120.0;255.0
37650;5.0;5.0;120.0;255.0
37680;5.02;5.0;120.0;255.0
37710;5.01;5.0;120.0;255.0
37740;5.0;5.0;120.0;255.0
37770;5.01;5.0;120.0;255.0
37800;5.02;5.0;120.0;255.0
37830;5.02;5.0;120.0;255.0
37860;5.0;5.0;120.0;255.0
37890;5.01;5.0;120.0;255.0
37920;5.01;5.0;120.0;255.0
37950;5.04;5.0;120.0;255.0
37980;5.02;5.0;120.0;255.0
38010;5.0;5.0;120.0;255.0
38040;5.01;5.0;120.0;255.0
38070;5.01;5.0;120.0;255.0
38100;4.99;5.0;120.0;255.0
38130;4.99;5.0;120.0;255.0
38160;4.99;5.0;120.0;255.0
38190;5.0;5.0;120.0;255.0
38220;4.99;5.0;120.0;255.0
38250;4.99;5.0;120.0;255.0
38280;4.99;5.0;120.0;255.0
38310;4.99;5.0;120.0;255.0
38340;5.01;5.0;120.0;255.0
38370;4.97;5.0;120.0;255.0
38400;5.0;5.0;120.0;255.0
38430;4.99;5.0;120.0;255.0
38460;5.0;5.0;120.0;255.0
38490;5.01;5.0;120.0;255.0
38520;5.01;5.0;120.0;255.0
38550;5.01;5.0;120.0;255.0
38580;5.0;5.0;120.0;255.0
38610;5.01;5.0;120.0;255.0
38640;5.0;5.0;120.0;255.0
38670;5.0;5.0;120.0;255.0
38700;5.02;5.0;120.0;255.0
38730;5.01;5.0;120.0;255.0
38760;5.01;5.0;120.0;255.0
38790;5.0;5.0;120.0;255.0
38820;5.0;5.0;120.0;255.0
38850;5.04;5.0;120.0;255.0
38880;5.0;5.0;120.0;255.0
38910;5.02;5.0;120.0;255.0
38940;5.02;5.0;120.0;255.0
38970;5.01;5.0;120.0;255.0
39000;5.0;5.0;120.0;255.0
39030;5.0;5.0;120.0;255.0
39060;5.0;5.0;120.0;255.0
39090;5.01;5.0;120.0;255.0
39120;5.01;5.0;120.0;255.0
39150;5.0;5.0;120.0;255.0
39180;5.0;5.0;120.0;255.0
39210;5.02;5.0;120.0;255.0
39240;5.02;5.0;120.0;255.0
39270;5.01;5.0;120.0;255.0
39300;5.0;5.0;120.0;255.0
39330;5.0;5.0;120.0;255.0
39360;5.0;5.0;120.0;255.0
39390;5.01;5.0;120.0;255.0
39420;5.01;5.0;120.0;255.0
39450;5.01;5.0;120.0;255.0
39480;5.02;5.0;120.0;255.0
39510;5.01;5.0;120.0;255.0
39540;5.0;5.0;120.0;255.0
39570;5.0;5.0;120.0;255.0
39600;5.0;5.0;120.0;255.0
39630;5.0;5.0;120.0;255.0
39660;5.01;5.0;120.0;255.0
39690;5.02;5.0;120.0;255.0
39720;5.01;5.0;120.0;255.0
39750;5.0;5.0;120.0;255.0
39780;5.01;5.0;120.0;255.0
39810;5.01;5.0;120.0;255.0
39840;4.99;5.0;120.0;255.0
39870;4.95;5.0;120.0;255.0
39900;5.0;5.0;120.0;255.0
39930;5.0;5.0;120.0;255.0
39960;5.01;5.0;120.0;255.0
39990;5.02;5.0;120.0;255.0
40020;5.01;5.0;120.0;255.0
40050;5.0;5.0;120.0;255.0
40080;5.0;5.0;120.0;255.0
40110;5.0;5.0;120.0;255.0
40140;5.02;5.0;120.0;255.0
40170;5.01;5.0;120.0;255.0
40200;5.0;5.0;120.0;255.0
40230;4.99;5.0;120.0;255.0
40260;4.99;5.0;120.0;255.0
40290;5.0;5.0;120.0;255.0
40320;5.0;5.0;120.0;255.0
40350;5.01;5.0;120.0;255.0
40380;5.02;5.0;120.0;255.0
40410;5.0;5.0;120.0;255.0
40440;5.01;5.0;120.0;255.0
40470;5.01;5.0;120.0;255.0
40500;5.0;5.0;120.0;255.0
40530;5.0;5.0;120.0;255.0
40560;5.02;5.0;120.0;255.0
40590;5.01;5.0;120.0;255.0
40620;4.99;5.0;120.0;255.0
40650;5.0;5.0;120.0;255.0
40680;5.01;5.0;120.0;255.0
40710;4.99;5.0;120.0;255.0
40740;4.95;5.0;120.0;255.0
40770;4.99;5.0;120.0;255.0
40800;5.0;5.0;120.0;255.0
40830;5.01;5.0;120.0;255.0
40860;5.0;5.0;120.0;255.0
40890;5.0;5.0;120.0;255.0
40920;5.0;5.0;120.0;255.0
40950;5.0;5.0;120.0;255.0
40980;5.01;5.0;120.0;255.0
41010;5.02;5.0;120.0;255.0
41040;5.0;5.0;120.0;255.0
41070;5.01;5.0;120.0;255.0
41100;4.99;5.0;120.0;255.0
41130;4.99;5.0;120.0;255.0
41160;4.99;5.0;120.0;255.0
41190;5.0;5.0;120.0;255.0
41220;5.01;5.0;120.0;255.0
41250;5.0;5.0;120.0;255.0
41280;4.99;5.0;120.0;255.0
41310;5.01;5.0;120.0;255.0
41340;5.01;5.0;120.0;255.0
41370;5.0;5.0;120.0;255.0
41400;5.01;5.0;120.0;255.0
41430;5.01;5.0;120.0;255.0
41460;4.99;5.0;120.0;255.0
41490;5.0;5.0;120.0;255.0
41520;5.02;5.0;120.0;255.0
41550;5.01;5.0;120.0;255.0
41580;5.02;5.0;120.0;255.0
41610;5.01;5.0;120.0;255.0
41640;5.01;5.0;120.0;255.0
41670;5.02;5.0;120.0;255.0
41700;5.04;5.0;120.0;255.0
41730;5.01;5.0;120.0;255.0
41760;5.0;5.0;120.0;255.0
41790;5.01;5.0;120.0;255.0
41820;5.01;5.0;120.0;255.0
41850;4.99;5.0;120.0;255.0
41880;5.0;5.0;120.0;255.0
41910;5.0;5.0;120.0;255.0
41940;5.0;5.0;120.0;255.0
41970;5.0;5.0;120.0;255.0
42000;5.0;5.0;120.0;255.0
42030;5.01;5.0;120.0;255.0
42060;5.0;5.0;120.0;255.0
42090;5.01;5.0;120.0;255.0
42120;5.01;5.0;120.0;255.0
42150;5.0;5.0;120.0;255.0
42180;4.99;5.0;120.0;255.0
42210;5.0;5.0;120.0;255.0
42240;5.01;5.0;120.0;255.0
42270;5.01;5.0;120.0;255.0
42300;5.01;5.0;120.0;255.0
42330;5.0;5.0;120.0;255.0
42360;5.0;5.0;120.0;255.0
42390;5.01;5.0;120.0;255.0
42420;5.01;5.0;120.0;255.0
42450;5.01;5.0;120.0;255.0
42480;5.0;5.0;120.0;255.0
42510;5.0;5.0;120.0;255.0
42540;5.0;5.0;120.0;255.0
42570;5.01;5.0;120.0;255.0
42600;5.0;5.0;120.0;255.0
42630;4.99;5.0;120.0;255.0
42660;5.0;5.0;120.0;255.0
42690;5.02;5.0;120.0;255.0
42720;5.01;5.0;120.0;255.0
42750;5.01;5.0;120.0;255.0
42780;5.0;5.0;120.0;255.0
42810;5.01;5.0;120.0;255.0
42840;5.01;5.0;120.0;255.0
42870;4.99;5.0;120.0;255.0
42900;4.99;5.0;120.0;255.0
42930;4.99;5.0;120.0;255.0
42960;4.99;5.0;120.0;255.0
42990;5.0;5.0;120.0;255.0
43020;5.0;5.0;120.0;255.0
43050;5.0;5.0;120.0;255.0
43080;5.0;5.0;120.0;255.0
43110;5.0;5.0;120.0;255.0
43140;4.99;5.0;120.0;255.0
43170;4.99;5.0;120.0;255.0
43200;5.0;5.0;120.0;255.0
43230;5.01;5.0;120.0;255.0
43260;5.01;5.0;120.0;255.0
43290;5.01;5.0;120.0;255.0
43320;5.02;5.0;120.0;255.0
43350;4.99;5.0;120.0;255.0
43380;5.01;5.0;120.0;255.0
43410;5.0;5.0;120.0;255.0
43440;5.01;5.0;120.0;255.0
43470;5.0;5.0;120.0;255.0
43500;5.0;5.0;120.0;255.0
43530;5.0;5.0;120.0;255.0
