Time Current Current STD
12/04/2019 00:02:29 1.879567E-8 1.760912E-10
12/04/2019 00:04:40 1.879289E-8 1.669416E-10
12/04/2019 00:06:51 1.880115E-8 1.661605E-10
12/04/2019 00:09:01 1.880350E-8 1.670052E-10
12/04/2019 00:11:12 1.880683E-8 1.669386E-10
12/04/2019 00:13:23 1.881071E-8 1.662150E-10
12/04/2019 00:15:34 1.881258E-8 1.659849E-10
12/04/2019 00:17:44 1.881438E-8 1.667357E-10
12/04/2019 00:19:55 1.881705E-8 1.662695E-10
12/04/2019 00:22:06 1.882048E-8 1.655338E-10
12/04/2019 00:24:17 1.882162E-8 1.661847E-10
12/04/2019 00:26:28 1.882257E-8 1.662998E-10
12/04/2019 00:28:38 1.882487E-8 1.658184E-10
12/04/2019 00:30:49 1.882349E-8 1.671869E-10
12/04/2019 00:33:00 1.882536E-8 1.670355E-10
12/04/2019 00:35:11 1.882628E-8 1.666933E-10
12/04/2019 00:37:22 1.882614E-8 1.668114E-10
12/04/2019 00:39:32 1.882784E-8 1.656791E-10
12/04/2019 00:41:43 1.882849E-8 1.663542E-10
12/04/2019 00:43:54 1.882799E-8 1.672262E-10
12/04/2019 00:46:05 1.883029E-8 1.664299E-10
12/04/2019 00:48:16 1.883140E-8 1.662241E-10
12/04/2019 00:50:26 1.883326E-8 1.658668E-10
12/04/2019 00:52:37 1.883280E-8 1.663240E-10
12/04/2019 00:54:48 1.883303E-8 1.664572E-10
12/04/2019 00:56:59 1.883367E-8 1.658002E-10
12/04/2019 00:59:10 1.883397E-8 1.663452E-10
12/04/2019 01:01:20 1.883600E-8 1.659546E-10
12/04/2019 01:03:31 1.883507E-8 1.670022E-10
12/04/2019 01:05:42 1.883746E-8 1.661241E-10
12/04/2019 01:07:53 1.883791E-8 1.660182E-10
12/04/2019 01:10:03 1.883827E-8 1.662876E-10
12/04/2019 01:12:14 1.883802E-8 1.663845E-10
12/04/2019 01:14:25 1.883909E-8 1.660424E-10
12/04/2019 01:16:36 1.883700E-8 1.666631E-10
12/04/2019 01:18:47 1.883815E-8 1.671626E-10
12/04/2019 01:20:57 1.884017E-8 1.659879E-10
12/04/2019 01:23:08 1.883925E-8 1.675199E-10
12/04/2019 01:25:19 1.884256E-8 1.660666E-10
12/04/2019 01:27:30 1.884062E-8 1.672474E-10
12/04/2019 01:29:41 1.884071E-8 1.673443E-10
12/04/2019 01:31:51 1.884139E-8 1.668084E-10
12/04/2019 01:34:02 1.884296E-8 1.661938E-10
12/04/2019 01:36:13 1.884075E-8 1.673080E-10
