Time Current Current STD
12/04/2019 15:00:00 3.714943E-8 2.442406E-11
12/04/2019 15:02:10 3.648650E-8 2.956198E-11
12/04/2019 15:04:21 3.562531E-8 4.101861E-11
12/04/2019 15:06:32 3.508404E-8 3.082754E-11
12/04/2019 15:08:42 3.447657E-8 2.054261E-11
12/04/2019 15:10:53 3.433726E-8 1.797516E-11
12/04/2019 15:13:04 3.438948E-8 1.865033E-11
12/04/2019 15:15:14 3.432354E-8 1.443281E-11
12/04/2019 15:17:25 3.449341E-8 1.627665E-11
12/04/2019 15:19:36 3.448869E-8 2.507500E-11
12/04/2019 15:21:46 3.463230E-8 1.490512E-11
12/04/2019 15:23:57 3.450029E-8 1.568020E-11
12/04/2019 15:26:08 3.457402E-8 1.568626E-11
12/04/2019 15:28:18 3.443021E-8 1.246181E-11
12/04/2019 15:30:29 3.364231E-8 2.552612E-11
