Time ;Temperatur;Set_temp;Humidity;Set_H
(s);(�C);(�C);(%);(%)
0;16.53;45.0;120.0;0.0
1;16.53;45.0;120.0;0.0
2;16.53;45.0;120.0;0.0
3;16.5;45.0;120.0;0.0
4;16.49;45.0;120.0;0.0
5;16.47;45.0;120.0;0.0
6;16.46;45.0;120.0;0.0
7;16.45;45.0;120.0;0.0
8;16.44;45.0;120.0;0.0
9;16.44;45.0;120.0;0.0
10;16.44;45.0;120.0;0.0
11;16.45;45.0;120.0;0.0
12;16.45;45.0;120.0;0.0
13;16.46;45.0;120.0;0.0
14;16.47;45.0;120.0;0.0
15;16.5;45.0;120.0;0.0
16;16.53;45.0;120.0;0.0
17;16.55;45.0;120.0;0.0
18;16.57;45.0;120.0;0.0
19;16.61;45.0;120.0;0.0
20;16.65;45.0;120.0;0.0
21;16.68;45.0;120.0;0.0
22;16.72;45.0;120.0;0.0
23;16.77;45.0;120.0;0.0
24;16.81;45.0;120.0;0.0
25;16.86;45.0;120.0;0.0
26;16.9;45.0;120.0;0.0
27;16.97;45.0;120.0;0.0
28;17.01;45.0;120.0;0.0
29;17.06;45.0;120.0;0.0
30;17.12;45.0;120.0;0.0
31;17.19;45.0;120.0;0.0
32;17.26;45.0;120.0;0.0
33;17.34;45.0;120.0;0.0
34;17.41;45.0;120.0;0.0
35;17.49;45.0;120.0;0.0
36;17.57;45.0;120.0;0.0
37;17.64;45.0;120.0;0.0
38;17.71;45.0;120.0;0.0
39;17.79;45.0;120.0;0.0
40;17.86;45.0;120.0;0.0
41;17.95;45.0;120.0;0.0
42;18.02;45.0;120.0;0.0
43;18.11;45.0;120.0;0.0
44;18.19;45.0;120.0;0.0
45;18.27;45.0;120.0;0.0
46;18.35;45.0;120.0;0.0
47;18.44;45.0;120.0;0.0
48;18.52;45.0;120.0;0.0
49;18.6;45.0;120.0;0.0
50;18.69;45.0;120.0;0.0
51;18.76;45.0;120.0;0.0
52;18.86;45.0;120.0;0.0
53;18.94;45.0;120.0;0.0
54;19.0;45.0;120.0;0.0
55;19.08;45.0;120.0;0.0
56;19.18;45.0;120.0;0.0
57;19.28;45.0;120.0;0.0
58;19.37;45.0;120.0;0.0
59;19.48;45.0;120.0;0.0
60;19.57;45.0;120.0;0.0
61;19.67;45.0;120.0;0.0
62;19.77;45.0;120.0;0.0
63;19.88;45.0;120.0;0.0
64;19.98;45.0;120.0;0.0
65;20.07;45.0;120.0;0.0
66;20.18;45.0;120.0;0.0
